id,pokemon_species_id,pokemon_id,revision,name,form_name,form_name_suffix,type_1,type_2,ability_1,ability_2,ability_hidden,egg_group_1,egg_group_2,height,weight,base_hp,yield_hp,base_attack,yield_attack,base_defense,yield_defense,base_sp_attack,yield_sp_attack,base_sp_defense,yield_sp_defense,base_speed,yield_speed,base_stats_total,yield_stats_total,generation_id,introduced_in,evolves_from_species_id,evolution_chain_id,color,shape,gender_rate,catch_rate,base_happiness,base_experience,egg_cycles,has_gender_traits,growth_rate,form_category,is_permanent_form,is_battle_form,is_aesthetic_form,is_default,form_is_default,species_order,pokemon_order,form_order,form_order2
260,260,260,1,swampert,,,11,5,67,,6,1,2,15,819,100,0,110,3,90,0,85,0,90,0,60,0,535,3,3,5,259,132,2,6,1,45,70,241,20,0,4,,0,0,0,1,1,285,333,1,361
261,261,261,1,poochyena,,,17,,50,95,155,5,,5,136,35,0,55,1,35,0,30,0,30,0,35,0,220,1,3,5,,133,4,8,4,255,70,56,15,0,2,,1,0,0,1,1,286,335,1,363
262,262,262,1,mightyena,,,17,,22,95,153,5,,10,370,70,0,90,2,70,0,60,0,60,0,70,0,420,2,3,5,261,133,4,8,4,127,70,147,15,0,2,,1,0,0,1,1,287,336,1,364
263,263,263,1,zigzagoon,,,1,,53,82,95,5,,4,175,38,0,30,0,41,0,30,0,41,0,60,1,240,1,3,5,,134,3,8,4,255,70,56,15,0,2,,1,0,0,1,1,288,337,1,365
264,264,264,1,linoone,,,1,,53,82,95,5,,5,325,78,0,70,0,61,0,50,0,61,0,100,2,420,2,3,5,263,134,9,8,4,90,70,147,15,0,2,,1,0,0,1,1,289,338,1,366
265,265,265,1,wurmple,,,7,,19,,50,3,,3,36,45,1,45,0,35,0,20,0,30,0,20,0,195,1,3,5,,135,8,14,4,255,70,56,15,0,2,,1,0,0,1,1,290,339,1,367
266,266,266,1,silcoon,,,7,,61,,,3,,6,100,50,0,35,0,55,2,25,0,25,0,15,0,205,2,3,5,265,135,9,1,4,120,70,72,15,0,2,,1,0,0,1,1,291,340,1,368
267,267,267,1,beautifly,,,7,3,68,,79,3,,10,284,60,0,70,0,50,0,100,3,50,0,65,0,395,3,3,5,266,135,10,13,4,45,70,178,15,1,2,,1,0,0,1,1,292,341,1,369
268,268,268,1,cascoon,,,7,,61,,,3,,7,115,50,0,35,0,55,2,25,0,25,0,15,0,205,2,3,5,265,135,7,1,4,120,70,72,15,0,2,,1,0,0,1,1,293,342,1,370
269,269,269,1,dustox,,,7,4,19,,14,3,,12,316,60,0,50,0,70,0,50,0,90,3,65,0,385,3,3,5,268,135,5,13,4,45,70,173,15,1,2,,1,0,0,1,1,294,343,1,371
270,270,270,1,lotad,,,11,12,33,44,20,2,7,5,26,40,0,30,0,30,0,40,0,50,1,30,0,220,1,3,5,,136,5,14,4,255,70,44,15,0,4,,1,0,0,1,1,295,344,1,372
271,271,271,1,lombre,,,11,12,33,44,20,2,7,12,325,60,0,50,0,50,0,60,0,70,2,50,0,340,2,3,5,270,136,5,12,4,120,70,119,15,0,4,,1,0,0,1,1,296,345,1,373
272,272,272,1,ludicolo,,,11,12,33,44,20,2,7,15,550,80,0,70,0,70,0,90,0,100,3,70,0,480,3,3,5,271,136,5,12,4,45,70,216,15,1,4,,1,0,0,1,1,297,346,1,374
273,273,273,1,seedot,,,12,,34,48,124,5,7,5,40,40,0,40,0,50,1,30,0,30,0,30,0,220,1,3,5,,137,3,7,4,255,70,44,15,0,4,,1,0,0,1,1,298,347,1,375
274,274,274,1,nuzleaf,,,12,17,34,48,124,5,7,10,280,70,0,70,2,40,0,60,0,40,0,60,0,340,2,3,5,273,137,3,12,4,120,70,119,15,1,4,,1,0,0,1,1,299,348,1,376
275,275,275,1,shiftry,,,12,17,34,48,124,5,7,13,596,90,0,100,3,60,0,90,0,60,0,80,0,480,3,3,5,274,137,3,12,4,45,70,216,15,1,4,,1,0,0,1,1,300,349,1,377
276,276,276,1,taillow,,,1,3,62,,113,4,,3,23,40,0,55,0,30,0,30,0,30,0,85,1,270,1,3,5,,138,2,9,4,200,70,54,15,0,4,,1,0,0,1,1,301,350,1,378
277,277,277,1,swellow,,,1,3,62,,113,4,,7,198,60,0,85,0,60,0,75,0,50,0,125,2,455,2,3,5,276,138,2,9,4,45,70,159,15,0,4,,1,0,0,1,1,302,351,1,379
278,278,278,1,wingull,,,11,3,51,93,44,2,4,6,95,40,0,30,0,30,0,55,0,30,0,85,1,270,1,3,5,,139,9,9,4,190,70,54,20,0,2,,1,0,0,1,1,303,352,1,380
279,279,279,1,pelipper,,,11,3,51,2,44,2,4,12,280,60,0,50,0,100,2,95,0,70,0,65,0,440,2,3,5,278,139,10,9,4,45,70,154,20,0,2,,1,0,0,1,1,304,353,1,381
280,280,280,1,ralts,,,14,18,28,36,140,11,,4,66,28,0,25,0,25,0,45,1,35,0,40,0,198,1,3,5,,140,9,12,4,235,35,40,20,0,1,,1,0,0,1,1,305,354,1,382
281,281,281,1,kirlia,,,14,18,28,36,140,11,,8,202,38,0,35,0,35,0,65,2,55,0,50,0,278,2,3,5,280,140,9,12,4,120,35,97,20,0,1,,1,0,0,1,1,306,355,1,383
282,282,282,1,gardevoir,,,14,18,28,36,140,11,,16,484,68,0,65,0,65,0,125,3,115,0,80,0,518,3,3,5,281,140,9,12,4,45,35,233,20,0,1,,0,0,0,1,1,307,356,1,384
283,283,283,1,surskit,,,7,11,33,,44,2,3,5,17,40,0,30,0,32,0,50,0,52,0,65,1,269,1,3,5,,141,2,14,4,200,70,54,15,0,2,,1,0,0,1,1,309,360,1,388
284,284,284,1,masquerain,,,7,3,22,,127,2,3,8,36,70,0,60,0,62,0,100,1,82,1,80,0,454,2,3,5,283,141,2,13,4,75,70,159,15,0,2,,1,0,0,1,1,310,361,1,389
285,285,285,1,shroomish,,,12,,27,90,95,6,7,4,45,60,1,40,0,60,0,40,0,60,0,35,0,295,1,3,5,,142,3,7,4,255,70,59,15,0,6,,1,0,0,1,1,311,362,1,390
286,286,286,1,breloom,,,12,2,27,90,101,6,7,12,392,60,0,130,2,80,0,60,0,60,0,70,0,460,2,3,5,285,142,5,6,4,90,70,161,15,0,6,,1,0,0,1,1,312,363,1,391
287,287,287,1,slakoth,,,1,,54,,,5,,8,240,60,1,60,0,60,0,35,0,35,0,30,0,280,1,3,5,,143,3,8,4,255,70,56,15,0,1,,1,0,0,1,1,313,364,1,392
288,288,288,1,vigoroth,,,1,,72,,,5,,14,465,80,0,80,0,80,0,55,0,55,0,90,2,440,2,3,5,287,143,9,6,4,120,70,154,15,0,1,,1,0,0,1,1,314,365,1,393
289,289,289,1,slaking,,,1,,54,,,5,,20,1305,150,3,160,0,100,0,95,0,65,0,100,0,670,3,3,5,288,143,3,12,4,45,70,252,15,0,1,,1,0,0,1,1,315,366,1,394
290,290,290,1,nincada,,,7,5,14,,50,3,,5,55,31,0,45,0,90,1,30,0,30,0,40,0,266,1,3,5,,144,4,14,4,255,70,53,15,0,5,,1,0,0,1,1,316,367,1,395
291,291,291,1,ninjask,,,7,3,3,,151,3,,8,120,61,0,90,0,45,0,50,0,50,0,160,2,456,2,3,5,290,144,10,13,4,120,70,160,15,0,5,,1,0,0,1,1,317,368,1,396
292,292,292,1,shedinja,,,7,8,25,,,10,,8,12,1,2,90,0,45,0,30,0,30,0,40,0,236,2,3,5,290,144,3,5,-1,45,70,83,15,0,5,,1,0,0,1,1,318,369,1,397
293,293,293,1,whismur,,,1,,43,,155,1,5,6,163,64,1,51,0,23,0,51,0,23,0,28,0,240,1,3,5,,145,6,6,4,190,70,48,20,0,4,,1,0,0,1,1,319,370,1,398
294,294,294,1,loudred,,,1,,43,,113,1,5,10,405,84,2,71,0,43,0,71,0,43,0,48,0,360,2,3,5,293,145,2,6,4,120,70,126,20,0,4,,1,0,0,1,1,320,371,1,399
295,295,295,1,exploud,,,1,,43,,113,1,5,15,840,104,3,91,0,63,0,91,0,73,0,68,0,490,3,3,5,294,145,2,6,4,45,70,221,20,0,4,,1,0,0,1,1,321,372,1,400
296,296,296,1,makuhita,,,2,,47,62,125,8,,10,864,72,1,60,0,30,0,20,0,30,0,25,0,237,1,3,5,,146,10,12,2,180,70,47,20,0,6,,1,0,0,1,1,322,373,1,401
297,297,297,1,hariyama,,,2,,47,62,125,8,,23,2538,144,2,120,0,60,0,40,0,60,0,50,0,474,2,3,5,296,146,3,12,2,200,70,166,20,0,6,,1,0,0,1,1,323,374,1,402
298,298,298,1,azurill,,,1,18,47,37,157,15,,2,20,50,1,20,0,40,0,20,0,40,0,20,0,190,1,3,5,,90,2,7,6,150,70,38,10,0,3,,1,0,0,1,1,211,254,1,255
299,299,299,1,nosepass,,,6,,5,42,159,10,,10,970,30,0,45,0,135,1,45,0,90,0,30,0,375,1,3,5,,147,4,12,4,255,70,75,20,0,2,,1,0,0,1,1,324,375,1,403
300,300,300,1,skitty,,,1,,56,96,147,5,6,6,110,50,0,45,0,45,0,35,0,35,0,50,1,260,1,3,5,,148,6,8,6,255,70,52,15,0,3,,1,0,0,1,1,326,377,1,405
301,301,301,1,delcatty,,,1,,56,96,147,5,6,11,326,70,1,65,0,65,0,55,0,55,0,90,1,400,2,3,5,300,148,7,8,6,60,70,140,15,0,3,,1,0,0,1,1,327,378,1,406
302,302,302,1,sableye,,,17,8,51,100,158,8,,5,110,50,0,75,1,75,1,65,0,65,0,50,0,380,2,3,5,,149,7,12,4,45,35,133,25,0,4,,0,0,0,1,1,328,379,1,407
303,303,303,1,mawile,,,9,18,52,22,125,5,6,6,115,50,0,85,1,85,1,55,0,55,0,50,0,380,2,3,5,,150,1,12,4,45,70,133,20,0,3,,0,0,0,1,1,329,381,1,409
304,304,304,1,aron,,,9,6,5,69,134,1,,4,600,50,0,70,0,100,1,40,0,40,0,30,0,330,1,3,5,,151,4,8,4,180,35,66,35,0,1,,1,0,0,1,1,330,383,1,411
305,305,305,1,lairon,,,9,6,5,69,134,1,,9,1200,60,0,90,0,140,2,50,0,50,0,40,0,430,2,3,5,304,151,4,8,4,90,35,151,35,0,1,,1,0,0,1,1,331,384,1,412
306,306,306,1,aggron,,,9,6,5,69,134,1,,21,3600,70,0,110,0,180,3,60,0,60,0,50,0,530,3,3,5,305,151,4,6,4,45,35,239,35,0,1,,0,0,0,1,1,332,385,1,413
307,307,307,1,meditite,,,2,14,74,,140,8,,6,112,30,0,40,0,55,0,40,0,55,0,60,1,280,1,3,5,,152,2,12,4,180,70,56,20,1,2,,1,0,0,1,1,333,387,1,415
308,308,308,1,medicham,,,2,14,74,,140,8,,13,315,60,0,60,0,75,0,60,0,75,0,80,2,410,2,3,5,307,152,8,12,4,90,70,144,20,1,2,,0,0,0,1,1,334,388,1,416
309,309,309,1,electrike,,,13,,9,31,58,5,,6,152,40,0,45,0,40,0,65,0,40,0,65,1,295,1,3,5,,153,5,8,4,120,70,59,20,0,1,,1,0,0,1,1,335,390,1,418
310,310,310,1,manectric,,,13,,9,31,58,5,,15,402,70,0,75,0,60,0,105,0,60,0,105,2,475,2,3,5,309,153,10,8,4,45,70,166,20,0,1,,0,0,0,1,1,336,391,1,419
311,311,311,1,plusle,,,13,,57,,31,6,,4,42,60,0,50,0,40,0,85,0,75,0,95,1,405,1,3,5,,154,10,6,4,200,70,142,20,0,2,,1,0,0,1,1,337,393,1,421
312,312,312,1,minun,,,13,,58,,10,6,,4,42,60,0,40,0,50,0,75,0,85,0,95,1,405,1,3,5,,155,10,6,4,200,70,142,20,0,2,,1,0,0,1,1,338,394,1,422
313,313,313,1,volbeat,,,7,,35,68,158,3,8,7,177,65,0,73,0,75,0,47,0,85,0,85,1,430,1,3,5,,156,4,6,0,150,70,151,15,0,5,,1,0,0,1,1,339,395,1,423
314,314,314,1,illumise,,,7,,12,110,158,3,8,6,177,65,0,47,0,75,0,73,0,85,0,85,1,430,1,3,5,,157,7,12,8,150,70,151,15,0,6,,1,0,0,1,1,340,396,1,424
315,315,315,1,roselia,,,12,4,30,38,102,6,7,3,20,50,0,60,0,45,0,100,2,80,0,65,0,400,2,3,5,406,158,5,12,4,150,70,140,20,1,4,,1,0,0,1,1,342,398,1,426
316,316,316,1,gulpin,,,4,,64,60,82,11,,4,103,70,1,43,0,53,0,43,0,53,0,40,0,302,1,3,5,,159,5,4,4,225,70,60,20,1,6,,1,0,0,1,1,344,400,1,428
317,317,317,1,swalot,,,4,,64,60,82,11,,17,800,100,2,73,0,83,0,73,0,83,0,55,0,467,2,3,5,316,159,7,4,4,75,70,163,20,1,6,,1,0,0,1,1,345,401,1,429
318,318,318,1,carvanha,,,11,17,24,,3,12,,8,208,45,0,90,1,20,0,65,0,20,0,65,0,305,1,3,5,,160,8,3,4,225,35,61,20,0,1,,1,0,0,1,1,346,402,1,430
319,319,319,1,sharpedo,,,11,17,24,,3,12,,18,888,70,0,120,2,40,0,95,0,40,0,95,0,460,2,3,5,318,160,2,3,4,60,35,161,20,0,1,,0,0,0,1,1,347,403,1,431
320,320,320,1,wailmer,,,11,,41,12,46,5,12,20,1300,130,1,70,0,35,0,70,0,35,0,60,0,400,1,3,5,,161,2,3,4,125,70,80,40,0,6,,1,0,0,1,1,348,405,1,433
321,321,321,1,wailord,,,11,,41,12,46,5,12,145,3980,170,2,90,0,45,0,90,0,45,0,60,0,500,2,3,5,320,161,2,3,4,60,70,175,40,0,6,,1,0,0,1,1,349,406,1,434
322,322,322,1,numel,,,10,5,12,86,20,5,,7,240,60,0,60,0,40,0,65,1,45,0,35,0,305,1,3,5,,162,10,8,4,255,70,61,20,1,2,,1,0,0,1,1,350,407,1,435
323,323,323,1,camerupt,,,10,5,40,116,83,5,,19,2200,70,0,100,1,70,0,105,1,75,0,40,0,460,2,3,5,322,162,8,8,4,150,70,161,20,1,2,,0,0,0,1,1,351,408,1,436
324,324,324,1,torkoal,,,10,,73,70,75,5,,5,804,70,0,85,0,140,2,85,0,70,0,20,0,470,2,3,5,,163,3,8,4,90,70,165,20,0,2,,1,0,0,1,1,352,410,1,438
325,325,325,1,spoink,,,14,,47,20,82,5,,7,306,60,0,25,0,35,0,70,0,80,1,60,0,330,1,3,5,,164,1,4,4,255,70,66,20,0,3,,1,0,0,1,1,353,411,1,439
326,326,326,1,grumpig,,,14,,47,20,82,5,,9,715,80,0,45,0,65,0,90,0,110,2,80,0,470,2,3,5,325,164,7,6,4,60,70,165,20,0,3,,1,0,0,1,1,354,412,1,440
327,327,327,1,spinda,,,1,,20,77,126,5,8,11,50,60,0,60,0,60,0,60,1,60,0,60,0,360,1,3,5,,165,3,6,4,255,70,126,15,0,3,,1,0,0,1,1,355,413,1,441
328,328,328,1,trapinch,,,5,,52,71,125,3,,7,150,45,0,100,1,45,0,45,0,45,0,10,0,290,1,3,5,,166,3,14,4,255,70,58,20,0,4,,1,0,0,1,1,356,414,1,442
329,329,329,1,vibrava,,,5,16,26,,,3,,11,153,50,0,70,1,50,0,50,0,50,0,70,1,340,2,3,5,328,166,5,13,4,120,70,119,20,0,4,,1,0,0,1,1,357,415,1,443
330,330,330,1,flygon,,,5,16,26,,,3,,20,820,80,0,100,1,80,0,80,0,80,0,100,2,520,3,3,5,329,166,5,9,4,45,70,234,20,0,4,,1,0,0,1,1,358,416,1,444
331,331,331,1,cacnea,,,12,,8,,11,7,8,4,513,50,0,85,0,40,0,85,1,40,0,35,0,335,1,3,5,,167,5,12,4,190,35,67,20,0,4,,1,0,0,1,1,359,417,1,445
332,332,332,1,cacturne,,,12,17,8,,11,7,8,13,774,70,0,115,1,60,0,115,1,60,0,55,0,475,2,3,5,331,167,5,12,4,60,35,166,20,1,4,,1,0,0,1,1,360,418,1,446
333,333,333,1,swablu,,,1,3,30,,13,4,14,4,12,45,0,40,0,60,0,40,0,75,1,50,0,310,1,3,5,,168,2,9,4,255,70,62,20,0,5,,1,0,0,1,1,361,419,1,447
334,334,334,1,altaria,,,16,3,30,,13,4,14,11,206,75,0,70,0,90,0,70,0,105,2,80,0,490,2,3,5,333,168,2,9,4,45,70,172,20,0,5,,0,0,0,1,1,362,420,1,448
335,335,335,1,zangoose,,,1,,17,,137,5,,13,403,73,0,115,2,60,0,60,0,60,0,90,0,458,2,3,5,,169,9,6,4,90,70,160,20,0,5,,1,0,0,1,1,363,422,1,450
336,336,336,1,seviper,,,4,,61,,151,5,14,27,525,73,0,100,1,60,0,100,1,60,0,65,0,458,2,3,5,,170,1,2,4,90,70,160,20,0,6,,1,0,0,1,1,364,423,1,451
337,337,337,1,lunatone,,,6,14,26,,,10,,10,1680,90,0,55,0,65,0,95,2,85,0,70,0,460,2,3,5,,171,10,1,-1,45,70,161,25,0,3,,1,0,0,1,1,365,424,1,452
338,338,338,1,solrock,,,6,14,26,,,10,,12,1540,90,0,95,2,85,0,55,0,65,0,70,0,460,2,3,5,,172,8,1,-1,45,70,161,25,0,3,,1,0,0,1,1,366,425,1,453
339,339,339,1,barboach,,,11,5,12,107,93,12,,4,19,50,1,48,0,43,0,46,0,41,0,60,0,288,1,3,5,,173,4,3,4,190,70,58,20,0,2,,1,0,0,1,1,367,426,1,454
340,340,340,1,whiscash,,,11,5,12,107,93,12,,9,236,110,2,78,0,73,0,76,0,71,0,60,0,468,2,3,5,339,173,2,3,4,75,70,164,20,0,2,,1,0,0,1,1,368,427,1,455
341,341,341,1,corphish,,,11,,52,75,91,2,9,6,115,43,0,80,1,65,0,50,0,35,0,35,0,308,1,3,5,,174,8,14,4,205,70,62,15,0,6,,1,0,0,1,1,369,428,1,456
342,342,342,1,crawdaunt,,,11,17,52,75,91,2,9,11,328,63,0,120,2,85,0,90,0,55,0,55,0,468,2,3,5,341,174,8,14,4,155,70,164,15,0,6,,1,0,0,1,1,370,429,1,457
343,343,343,1,baltoy,,,5,14,26,,,10,,5,215,40,0,40,0,55,0,40,0,70,1,55,0,300,1,3,5,,175,3,4,-1,255,70,60,20,0,2,,1,0,0,1,1,371,430,1,458
344,344,344,1,claydol,,,5,14,26,,,10,,15,1080,60,0,70,0,105,0,70,0,120,2,75,0,500,2,3,5,343,175,1,4,-1,90,70,175,20,0,2,,1,0,0,1,1,372,431,1,459
345,345,345,1,lileep,,,6,12,21,,114,9,,10,238,66,0,41,0,77,0,61,0,87,1,23,0,355,1,3,5,,176,7,5,1,45,70,71,30,0,5,,1,0,0,1,1,373,432,1,460
346,346,346,1,cradily,,,6,12,21,,114,9,,15,604,86,0,81,0,97,0,81,0,107,2,43,0,495,2,3,5,345,176,5,5,1,45,70,173,30,0,5,,1,0,0,1,1,374,433,1,461
347,347,347,1,anorith,,,6,7,4,,33,9,,7,125,45,0,95,1,50,0,40,0,50,0,75,0,355,1,3,5,,177,4,14,1,45,70,71,30,0,5,,1,0,0,1,1,375,434,1,462
348,348,348,1,armaldo,,,6,7,4,,33,9,,15,682,75,0,125,2,100,0,70,0,80,0,45,0,495,2,3,5,347,177,4,6,1,45,70,173,30,0,5,,1,0,0,1,1,376,435,1,463
349,349,349,1,feebas,,,11,,33,12,91,2,14,6,74,20,0,15,0,20,0,10,0,55,0,80,1,200,1,3,5,,178,3,3,4,255,70,40,20,0,5,,1,0,0,1,1,377,436,1,464
350,350,350,1,milotic,,,11,,63,172,56,2,14,62,1620,95,0,60,0,79,0,100,0,125,2,81,0,540,2,3,5,349,178,6,2,4,60,70,189,20,1,5,,1,0,0,1,1,378,437,1,465
351,351,351,1,castform,,,1,,59,,,6,11,3,8,70,1,70,0,70,0,70,0,70,0,70,0,420,1,3,5,,179,4,1,4,45,70,147,25,0,2,,0,0,0,1,1,379,438,1,466
352,352,352,1,kecleon,,,1,,16,,168,5,,10,220,60,0,90,0,70,0,60,0,120,1,40,0,440,1,3,5,,180,5,6,4,200,70,154,20,0,4,,1,0,0,1,1,380,442,1,470
353,353,353,1,shuppet,,,8,,15,119,130,11,,6,23,44,0,75,1,35,0,63,0,33,0,45,0,295,1,3,5,,181,1,1,4,225,35,59,25,0,3,,1,0,0,1,1,381,443,1,471
354,354,354,1,banette,,,8,,15,119,130,11,,11,125,64,0,115,2,65,0,83,0,63,0,65,0,455,2,3,5,353,181,1,6,4,45,35,159,25,0,3,,0,0,0,1,1,382,444,1,472
355,355,355,1,duskull,,,8,,26,,119,11,,8,150,20,0,40,0,90,0,30,0,90,1,25,0,295,1,3,5,,182,1,4,4,190,35,59,25,0,3,,1,0,0,1,1,383,446,1,474
356,356,356,1,dusclops,,,8,,46,,119,11,,16,306,40,0,70,0,130,1,60,0,130,1,25,0,455,2,3,5,355,182,1,12,4,90,35,159,25,0,3,,1,0,0,1,1,384,447,1,475
357,357,357,1,tropius,,,12,3,34,94,139,1,7,20,1000,99,2,68,0,83,0,72,0,87,0,51,0,460,2,3,5,,183,5,8,4,200,70,161,25,0,1,,1,0,0,1,1,386,449,1,477
358,358,358,1,chimecho,,,14,,26,,,11,,6,10,75,0,50,0,80,0,95,1,90,1,65,0,455,2,3,5,433,184,2,4,4,45,70,159,25,0,3,,1,0,0,1,1,388,451,1,479
359,359,359,1,absol,,,17,,46,105,154,5,,12,470,65,0,130,2,60,0,75,0,60,0,75,0,465,2,3,5,,185,9,8,4,30,35,163,25,0,4,,0,0,0,1,1,389,452,1,480
360,360,360,1,wynaut,,,14,,23,,140,15,,6,140,95,1,23,0,48,0,23,0,48,0,23,0,260,1,3,5,,100,2,6,4,125,70,52,20,0,2,,1,0,0,1,1,232,275,1,303
361,361,361,1,snorunt,,,15,,39,115,141,6,10,7,168,50,1,50,0,50,0,50,0,50,0,50,0,300,1,3,5,,186,4,12,4,190,70,60,20,0,2,,1,0,0,1,1,390,454,1,482
362,362,362,1,glalie,,,15,,39,115,141,6,10,15,2565,80,2,80,0,80,0,80,0,80,0,80,0,480,2,3,5,361,186,4,1,4,75,70,168,20,0,2,,0,0,0,1,1,391,455,1,483
363,363,363,1,spheal,,,15,11,47,115,12,2,5,8,395,70,1,40,0,50,0,55,0,50,0,25,0,290,1,3,5,,187,2,3,4,255,70,58,20,0,4,,1,0,0,1,1,393,458,1,486
364,364,364,1,sealeo,,,15,11,47,115,12,2,5,11,876,90,2,60,0,70,0,75,0,70,0,45,0,410,2,3,5,363,187,2,3,4,120,70,144,20,0,4,,1,0,0,1,1,394,459,1,487
365,365,365,1,walrein,,,15,11,47,115,12,2,5,14,1506,110,3,80,0,90,0,95,0,90,0,65,0,530,3,3,5,364,187,2,8,4,45,70,239,20,0,4,,1,0,0,1,1,395,460,1,488
366,366,366,1,clamperl,,,11,,75,,155,2,,4,525,35,0,64,0,85,1,74,0,55,0,32,0,345,1,3,5,,188,2,1,4,255,70,69,20,0,5,,1,0,0,1,1,396,461,1,489
367,367,367,1,huntail,,,11,,33,,41,2,,17,270,55,0,104,1,105,1,94,0,75,0,52,0,485,2,3,5,366,188,2,2,4,60,70,170,20,0,5,,1,0,0,1,1,397,462,1,490
368,368,368,1,gorebyss,,,11,,33,,93,2,,18,226,55,0,84,0,105,0,114,2,75,0,52,0,485,2,3,5,366,188,6,2,4,60,70,170,20,0,5,,1,0,0,1,1,398,463,1,491
369,369,369,1,relicanth,,,11,6,33,69,5,2,12,10,234,100,1,90,0,130,1,45,0,65,0,55,0,485,2,3,5,,189,4,3,1,25,70,170,40,1,1,,1,0,0,1,1,399,464,1,492
370,370,370,1,luvdisc,,,11,,33,,93,12,,6,87,43,0,30,0,55,0,40,0,65,0,97,1,330,1,3,5,,190,6,3,6,225,70,116,20,0,3,,1,0,0,1,1,400,465,1,493
371,371,371,1,bagon,,,16,,69,,125,14,,6,421,45,0,75,1,60,0,40,0,30,0,50,0,300,1,3,5,,191,2,12,4,45,35,60,40,0,1,,1,0,0,1,1,401,466,1,494
372,372,372,1,shelgon,,,16,,69,,142,14,,11,1105,65,0,95,0,100,2,60,0,50,0,50,0,420,2,3,5,371,191,9,8,4,45,35,147,40,0,1,,1,0,0,1,1,402,467,1,495
373,373,373,1,salamence,,,16,3,22,,153,14,,15,1026,95,0,135,3,80,0,110,0,80,0,100,0,600,3,3,5,372,191,2,8,4,45,35,270,40,0,1,,0,0,0,1,1,403,468,1,496
374,374,374,1,beldum,,,9,14,29,,135,10,,6,952,40,0,55,0,80,1,35,0,60,0,30,0,300,1,3,5,,192,2,5,-1,3,35,60,40,0,1,,1,0,0,1,1,404,470,1,498
375,375,375,1,metang,,,9,14,29,,135,10,,12,2025,60,0,75,0,100,2,55,0,80,0,50,0,420,2,3,5,374,192,2,4,-1,3,35,147,40,0,1,,1,0,0,1,1,405,471,1,499
376,376,376,1,metagross,,,9,14,29,,135,10,,16,5500,80,0,135,0,130,3,95,0,90,0,70,0,600,3,3,5,375,192,2,11,-1,3,35,270,40,0,1,,0,0,0,1,1,406,472,1,500
377,377,377,1,regirock,,,6,,29,,5,15,,17,2300,80,0,100,0,200,3,50,0,100,0,50,0,580,3,3,5,,193,3,12,-1,3,35,261,80,0,1,,1,0,0,1,1,407,474,1,502
378,378,378,1,regice,,,15,,29,,115,15,,18,1750,80,0,50,0,100,0,100,0,200,3,50,0,580,3,3,5,,194,2,12,-1,3,35,261,80,0,1,,1,0,0,1,1,408,475,1,503
379,379,379,1,registeel,,,9,,29,,135,15,,19,2050,80,0,75,0,150,2,75,0,150,1,50,0,580,3,3,5,,195,4,12,-1,3,35,261,80,0,1,,1,0,0,1,1,409,476,1,504
380,380,380,1,latias,,,16,14,26,,,15,,14,400,80,0,80,0,90,0,110,0,130,3,110,0,600,3,3,5,,196,8,9,8,3,90,270,120,0,1,,0,0,0,1,1,410,477,1,505
381,381,381,1,latios,,,16,14,26,,,15,,20,600,80,0,90,0,80,0,130,3,110,0,110,0,600,3,3,5,,197,2,9,0,3,90,270,120,0,1,,0,0,0,1,1,411,479,1,507
382,382,382,1,kyogre,,,11,,2,,,15,,45,3520,100,0,100,0,90,0,150,3,140,0,90,0,670,3,3,5,,198,2,3,-1,3,0,302,120,0,1,,0,0,0,1,1,412,481,1,509
383,383,383,1,groudon,,,5,,70,,,15,,35,9500,100,0,150,3,140,0,100,0,90,0,90,0,670,3,3,5,,199,8,6,-1,3,0,302,120,0,1,,0,0,0,1,1,413,483,1,511
384,384,384,1,rayquaza,,,16,3,76,,,15,,70,2065,105,0,150,2,90,0,150,1,90,0,95,0,680,3,3,5,,200,5,2,-1,45,0,306,120,0,1,,0,0,0,1,1,414,485,1,513
385,385,385,1,jirachi,,,9,14,32,,,15,,3,11,100,3,100,0,100,0,100,0,100,0,100,0,600,3,3,5,,201,10,12,-1,3,100,270,120,0,1,,1,0,0,1,1,415,487,1,515
386,386,386,1,deoxys,deoxys-normal,normal,14,,46,,,15,,17,608,50,0,150,1,50,0,150,1,50,0,150,1,600,3,3,5,,202,8,12,-1,3,0,270,120,0,1,,0,0,0,1,1,416,488,1,516
387,387,387,1,turtwig,,,12,,65,,75,1,7,4,102,55,0,68,1,64,0,45,0,55,0,31,0,318,1,4,8,,203,5,8,1,45,70,64,20,0,4,,1,0,0,1,1,417,492,1,520
388,388,388,1,grotle,,,12,,65,,75,1,7,11,970,75,0,89,1,85,1,55,0,65,0,36,0,405,2,4,8,387,203,5,8,1,45,70,142,20,0,4,,1,0,0,1,1,418,493,1,521
389,389,389,1,torterra,,,12,5,65,,75,1,7,22,3100,95,0,109,2,105,1,75,0,85,0,56,0,525,3,4,8,388,203,5,8,1,45,70,236,20,0,4,,1,0,0,1,1,419,494,1,522
390,390,390,1,chimchar,,,10,,66,,89,5,8,5,62,44,0,58,0,44,0,58,0,44,0,61,1,309,1,4,8,,204,3,6,1,45,70,62,20,0,4,,1,0,0,1,1,420,495,1,523
391,391,391,1,monferno,,,10,2,66,,89,5,8,9,220,64,0,78,0,52,0,78,1,52,0,81,1,405,2,4,8,390,204,3,6,1,45,70,142,20,0,4,,1,0,0,1,1,421,496,1,524
